gene_accession,type,class,mechanism,group,snp,gene_family,product_name,enhanced_class,enhanced_subclass
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,tet(W),tetracycline resistance ribosomal protection protein Tet(W),Tetracycline,Tetracycline
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,tet(W),tetracycline resistance ribosomal protection protein Tet(W),Tetracycline,Tetracycline
MEG_7225|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,tet(W),tetracycline resistance ribosomal protection protein Tet(W),Tetracycline,Tetracycline
MEG_7226|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,tet(W),tetracycline resistance ribosomal protection protein Tet(W),Tetracycline,Tetracycline
MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,tet(W/N/W),tetracycline resistance ribosomal protection mosaic protein Tet(W/N/W),Tetracycline,Tetracycline
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7234|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7235|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7236|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7237|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Drugs,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,,Unknown,Unknown,Unknown,Unknown
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X2),tetracycline-inactivating monooxygenase Tet(X2),Tetracycline,Tigecycline
MEG_7239|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X3),tetracycline-inactivating monooxygenase Tet(X3),Tetracycline,Tigecycline
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X2),tetracycline-inactivating monooxygenase Tet(X2),Tetracycline,Tigecycline
MEG_7241|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X3),tetracycline-inactivating monooxygenase Tet(X3),Tetracycline,Tigecycline
MEG_7242|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X4),tetracycline-inactivating monooxygenase Tet(X4),Tetracycline,Tigecycline
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X2),tetracycline-inactivating monooxygenase Tet(X2),Tetracycline,Tigecycline
MEG_7244|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Drugs,Tetracyclines,Tetracycline inactivation enzymes,TETX,,tet(X5),tetracycline-inactivating monooxygenase Tet(X5),Tetracycline,Tigecycline
MEG_7245|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETY,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETY,,tet(Y),tetracycline efflux MFS transporter Tet(Y),Tetracycline,Tetracycline
MEG_7246|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETY,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETY,,tet(Y),tetracycline efflux MFS transporter Tet(Y),Tetracycline,Tetracycline
MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETZ,,tet(Z),tetracycline efflux MFS transporter Tet(Z),Tetracycline,Tetracycline
MEG_7248|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,Drugs,Tetracyclines,Tetracycline resistance MFS efflux pumps,TETZ,,Unknown,Unknown,Unknown,Unknown
MEG_7249|Drugs|betalactams|Class_B_betalactamases|THINB,Drugs,betalactams,Class B betalactamases,THINB,,blaTHIN-B,subclass B3 metallo-beta-lactamase THIN-B,Beta-lactam,Carbapenemase (MBL)
MEG_7250|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|THYA|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Para-aminosalicylic acid resistant mutant,THYA,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7251|Drugs|betalactams|Class_A_betalactamases|TLA,Drugs,betalactams,Class A betalactamases,TLA,,Unknown,Unknown,Unknown,Unknown
MEG_7252|Drugs|betalactams|Class_A_betalactamases|TLA,Drugs,betalactams,Class A betalactamases,TLA,,Unknown,Unknown,Unknown,Unknown
MEG_7253|Drugs|betalactams|Class_A_betalactamases|TLA,Drugs,betalactams,Class A betalactamases,TLA,,tla2,extended-spectrum class A beta-lactamase TLA-2,Beta-lactam,ESBL
MEG_7254|Drugs|betalactams|Class_A_betalactamases|TLA,Drugs,betalactams,Class A betalactamases,TLA,,aac(6')-Ian,aminoglycoside N-acetyltransferase AAC(6')-Ian,Aminoglycoside,Amikacin/Kanamycin/Tobramycin
MEG_7255|Drugs|Glycopeptides|Bleomycin_resistance_protein|TLMB,Drugs,Glycopeptides,Bleomycin resistance protein,TLMB,,tlmB,bleomycin family antibiotic N-acetyltransferase TlmB,Other antimicrobial,Bleomycin
MEG_7256|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC,Drugs,MLS,MLS resistance ABC efflux pumps,TLRC,,Unknown,Unknown,Unknown,Unknown
MEG_7257|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM,Drugs,Multi-drug resistance,Multi-drug ABC efflux pumps,TLRCM,,tlr(C),ABC-F type ribosomal protection protein Tlr(C),Macrolide,Tylosin
MEG_7258|Drugs|Aminoglycosides|Aminoglycoside-resistant_arabinosyltransferase|TLYA|RequiresSNPConfirmation,Drugs,Aminoglycosides,Aminoglycoside-resistant arabinosyltransferase,TLYA,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7259|Drugs|Rifampin|Rifamycin-resistant_arabinosyltransferase|REMB|RequiresSNPConfirmation,Drugs,Rifampin,Rifamycin-resistant arabinosyltransferase,REMB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7260|Drugs|betalactams|Class_B_betalactamases|TMB,Drugs,betalactams,Class B betalactamases,TMB,,Unknown,Unknown,Unknown,Unknown
MEG_7261|Drugs|betalactams|Class_B_betalactamases|TMB,Drugs,betalactams,Class B betalactamases,TMB,,blaTMB,subclass B1 metallo-beta-lactamase TMB-1,Beta-lactam,Carbapenemase (MBL)
MEG_7262|Drugs|Nucleosides|Tunicamycin_resistance_protein|TMRB,Drugs,Nucleosides,Tunicamycin resistance protein,TMRB,,acr3,arsenite efflux transporter Acr3,Other non-antimicrobial,Arsenite
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,,Unknown,Unknown,Unknown,Unknown
MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,,Unknown,Unknown,Unknown,Unknown
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,,Unknown,Unknown,Unknown,Unknown
MEG_7266|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,,Unknown,Unknown,Unknown,Unknown
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLC,,Unknown,Unknown,Unknown,Unknown
MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TOLCSM,,Unknown,Unknown,Unknown,Unknown
MEG_7269|Metals|Tellurium_resistance|Tellurium_resistance_protein|TRGA,Metals,Tellurium resistance,Tellurium resistance protein,TRGA,,Unknown,Unknown,Unknown,Unknown
MEG_7270|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|TRGB,Metals,Multi-metal resistance,Multi-metal resistance regulator,TRGB,,Unknown,Unknown,Unknown,Unknown
MEG_7271|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIA,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRIA,,Unknown,Unknown,Unknown,Unknown
MEG_7272|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIAP,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRIAP,,Unknown,Unknown,Unknown,Unknown
MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRIB,,Unknown,Unknown,Unknown,Unknown
MEG_7274|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIBP,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRIBP,,Unknown,Unknown,Unknown,Unknown
MEG_7275|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRIC,,Unknown,Unknown,Unknown,Unknown
MEG_7276|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRICP,Biocides,Phenolic compound resistance,Phenolic RND efflux pump,TRICP,,Unknown,Unknown,Unknown,Unknown
MEG_7277|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROA,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROA,,Unknown,Unknown,Unknown,Unknown
MEG_7278|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROA,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROA,,Unknown,Unknown,Unknown,Unknown
MEG_7279|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROB,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROB,,Unknown,Unknown,Unknown,Unknown
MEG_7280|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROC,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROC,,Unknown,Unknown,Unknown,Unknown
MEG_7281|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROD,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROD,,Unknown,Unknown,Unknown,Unknown
MEG_7282|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROD,Metals,Multi-metal resistance,Multi-metal ABC efflux pumps,TROD,,Unknown,Unknown,Unknown,Unknown
MEG_7283|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TROR,Metals,Multi-metal resistance,Multi-metal ABC efflux regulator,TROR,,Unknown,Unknown,Unknown,Unknown
MEG_7284|Drugs|betalactams|Class_C_betalactamases|TRU,Drugs,betalactams,Class C betalactamases,TRU,,blaTRU,class C beta-lactamase TRU-1,Beta-lactam,AmpC
MEG_7285|Drugs|Thiopeptides|Thiostrepton_23S_rRNA_methyltransferases|TSNR,Drugs,Thiopeptides,Thiostrepton 23S rRNA methyltransferases,TSNR,,tsnR,23S rRNA (adenine(1067)-N)-methyltransferase TsnR,Other antimicrobial,Thiostrepton
MEG_7286|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGA,,ttgA,toluene efflux RND transporter periplasmic adaptor subunit TtgA,Efflux,Efflux
MEG_7287|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGA,,Unknown,Unknown,Unknown,Unknown
MEG_7288|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGB,,ttgB,multidrug efflux RND transporter permease subunit TtgB,Efflux,Efflux
MEG_7289|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGB,,Unknown,Unknown,Unknown,Unknown
MEG_7290|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGC,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGC,,Unknown,Unknown,Unknown,Unknown
MEG_7291|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGC,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGC,,Unknown,Unknown,Unknown,Unknown
MEG_7292|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TTGE,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TTGE,,Unknown,Unknown,Unknown,Unknown
MEG_7293|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TTGF,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TTGF,,Unknown,Unknown,Unknown,Unknown
MEG_7294|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TTGF,Biocides,Multi-biocide resistance,Multi-biocide RND efflux pump,TTGF,,Unknown,Unknown,Unknown,Unknown
MEG_7295|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGG,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux pumps,TTGG,,Unknown,Unknown,Unknown,Unknown
MEG_7296|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|TTGR,Multi-compound,Drug and biocide resistance,Drug and biocide RND efflux regulator,TTGR,,Unknown,Unknown,Unknown,Unknown
MEG_7297|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGT,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TTGT,,Unknown,Unknown,Unknown,Unknown
MEG_7298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGV,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TTGV,,Unknown,Unknown,Unknown,Unknown
MEG_7299|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|TTGW,Biocides,Multi-biocide resistance,Multi-biocide RND efflux regulator,TTGW,,Unknown,Unknown,Unknown,Unknown
MEG_7300|Drugs|betalactams|Class_B_betalactamases|TTU,Drugs,betalactams,Class B betalactamases,TTU,,blaTTU,subclass B1 metallo-beta-lactamase TTU-1,Beta-lactam,Carbapenemase (MBL)
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,liaR,response regulator transcription factor LiaR,Lipopeptide,Daptomycin
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7309|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7311|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7314|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Drugs,Elfamycins,EF-Tu inhibition,TUFAB,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7322|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TUNR,Metals,Multi-metal resistance,Multi-metal ABC efflux regulator,TUNR,,Unknown,Unknown,Unknown,Unknown
MEG_7323|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPA,Metals,Tungsten Resistance,Tungsten ABC efflux pumps,TUPA,,Unknown,Unknown,Unknown,Unknown
MEG_7324|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPB,Metals,Tungsten Resistance,Tungsten ABC efflux pumps,TUPB,,Unknown,Unknown,Unknown,Unknown
MEG_7325|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPC,Metals,Tungsten Resistance,Tungsten ABC efflux pumps,TUPC,,Unknown,Unknown,Unknown,Unknown
MEG_7326|Drugs|betalactams|Class_B_betalactamases|TUS,Drugs,betalactams,Class B betalactamases,TUS,,blaTUS,subclass B1 metallo-beta-lactamase TUS-1,Beta-lactam,Carbapenemase (MBL)
MEG_7327|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TVAA,Drugs,Multi-drug resistance,Multi-drug ABC efflux pumps,TVAA,,tva(A),ABC-F type ribosomal protection protein Tva(A),Other antimicrobial,Tiamulin
MEG_7328|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|UGD,Drugs,Cationic antimicrobial peptides,Lipid A modification,UGD,,Unknown,Unknown,Unknown,Unknown
MEG_7329|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,Drugs,Fosfomycin,Fosfomycin target mutation,UHPT,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7330|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,Drugs,Fosfomycin,Fosfomycin target mutation,UHPT,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7331|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,Drugs,Glycopeptides,VanA-type resistance protein,VAN,,Unknown,Unknown,Unknown,Unknown
MEG_7332|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,Drugs,Glycopeptides,VanA-type resistance protein,VAN,,Unknown,Unknown,Unknown,Unknown
MEG_7333|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN|RequiresSNPConfirmation,Drugs,Glycopeptides,VanA-type resistance protein,VAN,RequiresSNPConfirmation,Unknown,Unknown,Unknown,Unknown
MEG_7334|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,Drugs,Glycopeptides,VanA-type resistance protein,VAN,,Unknown,Unknown,Unknown,Unknown
MEG_7335|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,Drugs,Glycopeptides,VanA-type resistance protein,VAN,,vanH-B,D-lactate dehydrogenase VanH-B,Glycopeptide,Vancomycin
MEG_7336|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,Unknown,Unknown,Unknown,Unknown
MEG_7337|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,Unknown,Unknown,Unknown,Unknown
MEG_7338|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,Unknown,Unknown,Unknown,Unknown
MEG_7339|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,vanA,D-alanine--(R)-lactate ligase VanA,Glycopeptide,Vancomycin
MEG_7340|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,Unknown,Unknown,Unknown,Unknown
MEG_7341|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,vanA-Pt2,D-alanine--(R)-lactate ligase VanA-Pt2,Glycopeptide,Vancomycin
MEG_7342|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,vanA-Pt,D-alanine--(R)-lactate ligase VanA-Pt,Glycopeptide,Vancomycin
MEG_7343|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,vanA-Pa,D-alanine--(R)-lactate ligase VanA-Pa,Glycopeptide,Vancomycin
MEG_7344|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA,Drugs,Glycopeptides,VanA-type resistance protein,VANA,,Unknown,Unknown,Unknown,Unknown
MEG_7345|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7346|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7347|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7348|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7349|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7350|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
